month_year,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
2023-12-01T00:00:00Z,18A7DA12C7FBB708,electric_bike,2023-12-28T08:50:19Z,2023-12-28T08:54:31Z,Larrabee St & Webster Ave,13193,Sheffield Ave & Webster Ave,TA1309000033,41.92185166666667,-87.64408583333334,41.92154,-87.653818,member
2023-12-01T00:00:00Z,EAF87CD1B3A939A7,classic_bike,2023-12-31T08:27:12Z,2023-12-31T10:04:52Z,Racine Ave & Washington Blvd,654,Racine Ave & Washington Blvd,654,41.883073,-87.656952,41.883073,-87.656952,casual
2024-01-01T00:00:00Z,CE226237CC48E8EE,electric_bike,2024-01-01T07:22:25Z,2024-01-01T07:28:55Z,Damen Ave & Charleston St,13288,Damen Ave & Charleston St,13288,41.920116166666666,-87.67798433333333,41.920082,-87.677855,member
2024-01-01T00:00:00Z,79AF7B76083CA682,classic_bike,2024-01-04T12:48:32Z,2024-01-04T12:55:46Z,Western Ave & Monroe St,15667,Western Ave & Fillmore St,644,41.8797877089,-87.686112808,41.868563,-87.686234,member
2024-01-01T00:00:00Z,86192309BA5CE2ED,electric_bike,2024-01-04T17:04:01Z,2024-01-04T17:12:44Z,Franklin St & Adams St (Temp),TA1309000008,Clark St & Chicago Ave,13303,41.879087166666665,-87.6357915,41.89675,-87.63089,member
2024-01-01T00:00:00Z,DB1B51B739C9FEC9,electric_bike,2024-01-05T10:27:25Z,2024-01-05T10:30:56Z,Woodlawn Ave & 58th St,22002,NA,NA,41.789441705,-87.596508384,41.79,-87.6,member
2024-01-01T00:00:00Z,97629C5AC6E89833,classic_bike,2024-01-05T12:47:34Z,2024-01-05T12:53:38Z,Franklin St & Monroe St,TA1309000007,Franklin St & Illinois St,RN-,41.880317,-87.635185,41.89102331025185,-87.63547986745834,member
2024-01-01T00:00:00Z,2595FCBE653E5560,electric_bike,2024-01-08T15:48:50Z,2024-01-08T15:53:58Z,Clinton St & Washington Blvd,WL-012,Michigan Ave & Washington St,13001,41.883374691,-87.641332388,41.8839840647265,-87.6246839761734,member
2024-01-01T00:00:00Z,B3E06E370CC5762D,electric_bike,2024-01-09T16:15:40Z,2024-01-09T16:38:52Z,NA,NA,Pine Grove Ave & Waveland Ave,TA1307000150,41.9,-87.65,41.94947274088333,-87.64645278453827,member
2024-01-01T00:00:00Z,F481C5D776717479,classic_bike,2024-01-10T06:59:57Z,2024-01-10T07:02:17Z,Pine Grove Ave & Waveland Ave,TA1307000150,Broadway & Cornelia Ave,13278,41.94947274088333,-87.64645278453827,41.945529,-87.646439,member
2024-01-01T00:00:00Z,8FA7B5F467300C36,electric_bike,2024-01-10T16:20:03Z,2024-01-10T16:27:08Z,NA,NA,Loomis St & Jackson Blvd,13206,41.88,-87.64,41.877945,-87.662007,member
2024-01-01T00:00:00Z,7D30636426C9F5BF,electric_bike,2024-01-11T08:50:44Z,2024-01-11T08:53:14Z,Wabash Ave & Adams St,KA1503000015,Dearborn St & Monroe St,TA1305000006,41.879593,-87.62573116666667,41.881319815,-87.6295209193,member
2024-01-01T00:00:00Z,3FA199BA139F683A,classic_bike,2024-01-11T18:50:49Z,2024-01-11T18:54:26Z,Ashland Ave & Lake St,13073,Ashland Ave & Grand Ave,13434,41.88592,-87.66717,41.891072,-87.666611,member
2024-01-01T00:00:00Z,17ADE2D94A1799D3,classic_bike,2024-01-13T15:06:02Z,2024-01-13T15:10:57Z,McClurg Ct & Erie St,KA1503000041,Rush St & Superior St,15530,41.894503,-87.617854,41.89576474564,-87.6259080327,member
2024-01-01T00:00:00Z,91C915731364CB75,classic_bike,2024-01-15T08:06:04Z,2024-01-15T08:09:35Z,Elizabeth St & Randolph St,23001,Morgan St & Lake St*,chargingstx4,41.884336,-87.658902,41.88549170626906,-87.65228927135468,member
2024-01-01T00:00:00Z,AA6EFB47D328842F,electric_bike,2024-01-18T22:06:46Z,2024-01-18T22:12:08Z,Harlem & Irving Park,326,NA,NA,41.953304,-87.80714033333334,41.95,-87.8,casual
2024-01-01T00:00:00Z,D056887AF868BF29,electric_bike,2024-01-25T05:49:49Z,2024-01-25T05:58:47Z,Bissell St & Armitage Ave*,chargingstx1,Clark St & Elm St,TA1307000039,41.91845983333333,-87.652177,41.902973,-87.63128,member
2024-01-01T00:00:00Z,9627902495C12656,electric_bike,2024-01-25T12:28:09Z,2024-01-25T12:33:28Z,Clark St & Montrose Ave,KA1503000022,NA,NA,41.961549401,-87.666229844,41.97,-87.67,member
2024-01-01T00:00:00Z,FACCAC8A08D1D8D3,classic_bike,2024-01-26T09:04:02Z,2024-01-26T09:08:48Z,Benson Ave & Church St,596,University Library (NU),605,42.048214,-87.683485,42.052939,-87.673447,member
2024-01-01T00:00:00Z,DD59E18E98062F9D,classic_bike,2024-01-28T14:26:28Z,2024-01-28T14:46:30Z,Racine Ave & 18th St,13164,Dearborn St & Monroe St,TA1305000006,41.858166,-87.656495,41.881319815,-87.6295209193,member
2024-01-01T00:00:00Z,254022A0B878BD77,classic_bike,2024-01-28T16:57:37Z,2024-01-28T17:13:43Z,Broadway & Belmont Ave,13277,Halsted St & Clybourn Ave,331,41.940106,-87.645451,41.909668,-87.648128,member
2024-01-01T00:00:00Z,9CDB5391658334A8,electric_bike,2024-01-29T06:48:05Z,2024-01-29T06:51:33Z,Wells St & Elm St,KA1504000135,Wells St & Concord Ln,TA1308000050,41.90310266666667,-87.63475316666667,41.912133,-87.634656,member
2024-01-01T00:00:00Z,E7D9FC29A725D88A,electric_bike,2024-01-29T18:16:28Z,2024-01-29T18:27:43Z,Sheffield Ave & Kingsbury St,13154,Damen Ave & Clybourn Ave,13271,41.91064983333333,-87.653053,41.931931,-87.677856,casual
2024-01-01T00:00:00Z,75A08FD29E5785FD,electric_bike,2024-01-30T15:08:01Z,2024-01-30T15:20:23Z,Wabash Ave & 9th St,TA1309000010,Dearborn Pkwy & Delaware Pl,TA1307000128,41.870709166666664,-87.62592466666666,41.898969,-87.629912,member
2024-01-01T00:00:00Z,1F24ABD1829563DC,classic_bike,2024-01-31T00:51:02Z,2024-01-31T00:54:31Z,Wood St & Milwaukee Ave,13221,Ashland Ave & Division St,13061,41.907655,-87.672552,41.90345,-87.667747,casual
2024-01-01T00:00:00Z,528ADD891A6F9531,electric_bike,2024-01-31T17:58:30Z,2024-01-31T18:03:58Z,Cityfront Plaza Dr & Pioneer Ct,13427,Mies van der Rohe Way & Chestnut St,15529,41.890363455,-87.622116685,41.8985866514,-87.6219152258,casual
2024-02-01T00:00:00Z,6E3E92E7F05B067E,classic_bike,2024-02-01T08:30:15Z,2024-02-01T08:44:10Z,Sheffield Ave & Willow St,TA1306000032,Racine Ave & Belmont Ave,TA1308000019,41.913688,-87.652855,41.939743,-87.658865,member
2024-02-01T00:00:00Z,06B231D293E41723,classic_bike,2024-02-01T17:41:50Z,2024-02-01T17:48:05Z,Franklin St & Lake St,TA1307000111,Dearborn St & Monroe St,TA1305000006,41.885837,-87.6355,41.881319815,-87.6295209193,member
2024-02-01T00:00:00Z,D19AF94C32934488,classic_bike,2024-02-02T12:13:30Z,2024-02-02T12:21:54Z,Carpenter St & Huron St,13196,Desplaines St & Jackson Blvd,15539,41.894556,-87.653449,41.87811890091227,-87.64394760131836,member
2024-02-01T00:00:00Z,BD61091D86705815,classic_bike,2024-02-03T09:49:35Z,2024-02-03T09:52:21Z,Southport Ave & Irving Park Rd,TA1309000043,Southport Ave & Waveland Ave,13235,41.954177,-87.664357999999993,41.94815,-87.66394,casual
2024-02-01T00:00:00Z,B7BFD4B40033AE45,classic_bike,2024-02-05T11:13:12Z,2024-02-05T11:40:45Z,Dearborn St & Erie St,13045,Racine Ave & Fullerton Ave,TA1306000026,41.893992,-87.629318,41.925566,-87.658416,member
2024-02-01T00:00:00Z,DA553F642A901DCC,electric_bike,2024-02-05T17:37:39Z,2024-02-05T17:41:32Z,Clifton Ave & Armitage Ave,TA1307000163,NA,NA,41.91812616666667,-87.6569385,41.93,-87.66,member
2024-02-01T00:00:00Z,F226015544DDB825,classic_bike,2024-02-06T16:19:55Z,2024-02-06T16:39:57Z,Clark St & Leland Ave,TA1309000014,Clark St & Drummond Pl,TA1307000142,41.96708783918421,-87.66729086637497,41.931248,-87.644336,member
2024-02-01T00:00:00Z,543431A627B5AF29,electric_bike,2024-02-06T16:25:20Z,2024-02-06T16:44:39Z,Lincoln Ave & Byron St,23002,NA,NA,41.952394843,-87.677085161,41.89,-87.69,member
2024-02-01T00:00:00Z,39A8830093018BF6,classic_bike,2024-02-07T21:10:00Z,2024-02-07T21:12:57Z,Michigan Ave & Oak St,13042,Rush St & Cedar St,KA1504000133,41.90096039,-87.62377664,41.90230870122,-87.627690528,member
2024-02-01T00:00:00Z,7FCAEFC6AB49555C,classic_bike,2024-02-09T12:04:26Z,2024-02-09T12:51:58Z,DuSable Lake Shore Dr & Monroe St,13300,DuSable Lake Shore Dr & Monroe St,13300,41.880958,-87.616743,41.880958,-87.616743,casual
2024-02-01T00:00:00Z,0D4640E54A2BF0CA,electric_bike,2024-02-09T16:04:13Z,2024-02-09T16:18:58Z,Ashland Ave & Wrightwood Ave,13296,Wells St & Elm St,KA1504000135,41.928863287,-87.668489099,41.903222,-87.634324,casual
2024-02-01T00:00:00Z,5A5122137E4BE46E,classic_bike,2024-02-10T00:31:42Z,2024-02-10T00:39:19Z,Halsted St & Wrightwood Ave,TA1309000061,Ashland Ave & Wrightwood Ave,13296,41.929143,-87.649077,41.92883,-87.668507,member
2024-02-01T00:00:00Z,7630BC2A5D554229,classic_bike,2024-02-10T10:30:36Z,2024-02-10T10:33:24Z,Clark St & North Ave,13128,Clark St & Schiller St,TA1309000024,41.911974,-87.631942,41.907993,-87.631501,member
2024-02-01T00:00:00Z,582586F6002E58D4,classic_bike,2024-02-12T19:20:32Z,2024-02-12T19:33:07Z,Clark St & Newport St,632,Clark St & Wrightwood Ave,TA1305000014,41.94454,-87.654678,41.929546,-87.643118,member
2024-02-01T00:00:00Z,DA44B28BEA7669AF,classic_bike,2024-02-13T14:16:00Z,2024-02-13T14:21:54Z,LaSalle St & Jackson Blvd,TA1309000004,Clinton St & Washington Blvd,WL-012,41.878166,-87.631929,41.88338,-87.64117,member
2024-02-01T00:00:00Z,846CC7DAA829CA76,electric_bike,2024-02-13T16:50:13Z,2024-02-13T16:57:21Z,NA,NA,Loomis St & Jackson Blvd,13206,41.88,-87.63,41.877945,-87.662007,member
2024-02-01T00:00:00Z,1A032F0D5190156D,classic_bike,2024-02-13T17:47:37Z,2024-02-13T18:07:51Z,Lincoln Ave & Melrose St,TA1309000042,Ravenswood Ave & Lawrence Ave,TA1309000066,41.9406,-87.669434999999993,41.968445,-87.674226,casual
2024-02-01T00:00:00Z,CC11DA3C6F9620FB,electric_bike,2024-02-14T08:56:18Z,2024-02-14T09:04:54Z,Racine Ave & 18th St,13164,Green St & Randolph St*,chargingstx3,41.858246088,-87.656488419,41.883601657275165,-87.64862671494483,casual
2024-02-01T00:00:00Z,0C23228363A22AC5,classic_bike,2024-02-14T09:48:22Z,2024-02-14T09:52:08Z,Shields Ave & 31st St,KA1503000038,Shields Ave & 28th Pl,15443,41.838464,-87.635406,41.842733,-87.635491,member
2024-02-01T00:00:00Z,57E652A0B85A128A,electric_bike,2024-02-14T13:34:48Z,2024-02-14T13:52:04Z,Sheffield Ave & Wellington Ave,TA1307000052,Francisco Ave & Montrose Ave,446,41.936334,-87.65258516666667,41.9610471,-87.700901,member
2024-02-01T00:00:00Z,24C907CC9C03F575,electric_bike,2024-02-15T11:41:55Z,2024-02-15T11:55:38Z,NA,NA,NA,NA,41.89,-87.65,41.89,-87.63,member
2024-02-01T00:00:00Z,7E3741A100548EAF,electric_bike,2024-02-18T14:52:22Z,2024-02-18T15:16:33Z,Halsted St & Roosevelt Rd,TA1305000017,NA,NA,41.867416666666664,-87.64862116666667,41.87,-87.67,member
2024-02-01T00:00:00Z,FCE1AE3C67E83E51,classic_bike,2024-02-19T05:46:33Z,2024-02-19T06:01:12Z,Halsted St & 18th St,13099,Racine Ave & Randolph St,13155,41.85750568031716,-87.64599144458771,41.884069,-87.656853,member
2024-02-01T00:00:00Z,47A5840851ECECD9,electric_bike,2024-02-20T16:25:03Z,2024-02-20T16:29:25Z,Franklin St & Illinois St,RN-,LaSalle St & Jackson Blvd,TA1309000004,41.890988666666665,-87.63542016666666,41.878166,-87.631929,member
2024-02-01T00:00:00Z,4328AA9693C103A7,classic_bike,2024-02-21T16:01:30Z,2024-02-21T16:08:51Z,Southport Ave & Clybourn Ave,TA1309000030,Wilton Ave & Diversey Pkwy,TA1306000014,41.920771,-87.663712,41.932418,-87.652705,member
2024-02-01T00:00:00Z,02B665637A55B243,classic_bike,2024-02-21T16:18:05Z,2024-02-21T16:24:38Z,Orleans St & Merchandise Mart Plaza,TA1305000022,LaSalle St & Jackson Blvd,TA1309000004,41.888243,-87.63639,41.878166,-87.631929,member
2024-02-01T00:00:00Z,C47184F1D6DB4F3E,classic_bike,2024-02-22T14:20:05Z,2024-02-22T14:25:52Z,Keystone Ave & Fullerton Ave,16010,Kosciuszko Park,15643,41.92459,-87.72785,41.93058537138,-87.7237773635,member
2024-02-01T00:00:00Z,98D2C507CDD0927B,electric_bike,2024-02-22T16:30:19Z,2024-02-22T16:34:31Z,Clark St & Lake St,KA1503000012,NA,NA,41.88549366666667,-87.6309765,41.88,-87.64,member
2024-02-01T00:00:00Z,169DF64C76CEFF40,classic_bike,2024-02-22T18:13:12Z,2024-02-22T18:29:54Z,Damen Ave & Pierce Ave,TA1305000041,Wells St & Elm St,KA1504000135,41.9093960065,-87.6776919292,41.903222,-87.634324,member
2024-02-01T00:00:00Z,C59143647AEE4E52,classic_bike,2024-02-23T00:41:11Z,2024-02-23T00:45:09Z,Rush St & Cedar St,KA1504000133,Mies van der Rohe Way & Chestnut St,15529,41.90230870122,-87.627690528,41.8985866514,-87.6219152258,casual
2024-02-01T00:00:00Z,A8F35FF165574825,classic_bike,2024-02-23T06:46:11Z,2024-02-23T06:56:48Z,Wells St & Elm St,KA1504000135,Franklin St & Monroe St,TA1309000007,41.903222,-87.634324,41.880317,-87.635185,member
2024-02-01T00:00:00Z,02F9D83BA0A55923,classic_bike,2024-02-25T13:44:13Z,2024-02-25T13:49:34Z,Damen Ave & 87th St,23121,Prospect Sq & 91st St,20103,41.736044,-87.672861,41.7282338,-87.6675239,member
2024-02-01T00:00:00Z,3BD2678294DE4F8B,classic_bike,2024-02-25T16:09:33Z,2024-02-25T16:37:45Z,Clark St & Schiller St,TA1309000024,Lincoln Ave & Diversey Pkwy,TA1307000064,41.907993,-87.631501,41.932225,-87.658617,casual
2024-02-01T00:00:00Z,88AA6D7F74B408DD,classic_bike,2024-02-26T10:05:42Z,2024-02-26T10:59:18Z,Pine Grove Ave & Waveland Ave,TA1307000150,Clark St & Grace St,TA1307000127,41.94947274088333,-87.64645278453827,41.95078,-87.659172,member
2024-02-01T00:00:00Z,4B6416DC4D6B16A1,classic_bike,2024-02-27T08:45:01Z,2024-02-27T08:51:42Z,Halsted St & Fulton St,23003,Canal St & Adams St,13011,41.886871,-87.648089,41.879255,-87.639904,member
2024-02-01T00:00:00Z,FA6DDC5180A3EC10,classic_bike,2024-02-28T18:26:23Z,2024-02-28T18:35:33Z,Lake Park Ave & 53rd St,KA1503000059,Woodlawn Ave & 58th St,22002,41.79949429373,-87.5864498959,41.789381,-87.596479,member
2024-03-01T00:00:00Z,3240C35EE4821708,electric_bike,2024-03-01T17:11:42Z,2024-03-01T17:15:34Z,May St & Taylor St,13160,NA,NA,41.869399,-87.6553975,41.87,-87.66,member
2024-03-01T00:00:00Z,1B4D4F8A9FC166EF,electric_bike,2024-03-02T00:26:25Z,2024-03-02T00:29:10Z,NA,NA,Ellis Ave & 60th St,KA1503000014,41.79,-87.6,41.78509714636,-87.6010727606,member
2024-03-01T00:00:00Z,24A0DC540F64F272,electric_bike,2024-03-02T18:51:39Z,2024-03-02T18:57:44Z,Western Ave & Gunnison St,445,Maplewood Ave & Peterson Ave,KA1504000130,41.969660997,-87.689553738,41.99023602867,-87.6933696402,member
2024-03-01T00:00:00Z,DFA7CEA252A58998,electric_bike,2024-03-03T11:51:32Z,2024-03-03T11:56:59Z,Ritchie Ct & Banks St,KA1504000134,DuSable Lake Shore Dr & North Blvd,LF-005,41.90689533333333,-87.62597566666666,41.911722,-87.626804,member
2024-03-01T00:00:00Z,0700769BBA5A2F02,classic_bike,2024-03-03T13:41:28Z,2024-03-03T13:47:49Z,Damen Ave & Pierce Ave,TA1305000041,Honore St & Division St,TA1305000034,41.9093960065,-87.6776919292,41.903119,-87.673935,member
2024-03-01T00:00:00Z,7434C3BC3123F74F,classic_bike,2024-03-03T15:45:04Z,2024-03-03T16:19:47Z,Montrose Harbor,TA1308000012,DuSable Lake Shore Dr & North Blvd,LF-005,41.963982,-87.638181,41.911722,-87.626804,casual
2024-03-01T00:00:00Z,8BE8010BED5EC2D4,classic_bike,2024-03-03T17:43:10Z,2024-03-03T17:47:56Z,Wabash Ave & Grand Ave,TA1307000117,State St & Kinzie St,13050,41.891466,-87.626761,41.88937546663168,-87.62707650661469,member
2024-03-01T00:00:00Z,73BAAB7C98203639,electric_bike,2024-03-04T19:31:34Z,2024-03-04T19:37:20Z,Kingsbury St & Kinzie St,KA1503000043,Ogden Ave & Race Ave,13194,41.889181852,-87.638495564,41.891795,-87.658751,member
2024-03-01T00:00:00Z,1FA0AD08BD95886D,electric_bike,2024-03-05T11:47:52Z,2024-03-05T11:56:46Z,LaSalle Dr & Huron St,KP1705001026,Clinton St & Madison St,TA1305000032,41.89482616666667,-87.632231,41.882751965685614,-87.64119029045105,casual
2024-03-01T00:00:00Z,99E78F32AB001A30,classic_bike,2024-03-05T14:09:15Z,2024-03-05T14:09:30Z,McClurg Ct & Erie St,KA1503000041,McClurg Ct & Erie St,KA1503000041,41.894503,-87.617854,41.894503,-87.617854,member
2024-03-01T00:00:00Z,5915EE50FD58FBFD,electric_bike,2024-03-06T08:57:38Z,2024-03-06T09:01:52Z,NA,NA,NA,NA,41.86,-87.65,41.87,-87.65,member
2024-03-01T00:00:00Z,7391F29C4E90AD83,electric_bike,2024-03-06T13:51:01Z,2024-03-06T13:59:55Z,Jefferson St & Monroe St,WL-011,Wells St & Huron St,TA1306000012,41.880331,-87.642656,41.894722,-87.634362,member
2024-03-01T00:00:00Z,100683F32E720C3D,electric_bike,2024-03-06T21:51:12Z,2024-03-06T22:07:31Z,Green St & Randolph St*,chargingstx3,Kingsbury St & Erie St,13265,41.883558666666666,-87.64856766666666,41.89380805624359,-87.64169722795485,casual
2024-03-01T00:00:00Z,A5096591A0B500D2,classic_bike,2024-03-07T15:44:30Z,2024-03-07T15:54:16Z,Wells St & Elm St,KA1504000135,Mies van der Rohe Way & Chicago Ave,13338,41.903222,-87.634324,41.896944626370825,-87.62175768613815,member
